state,district,year,month,bio_5_17,bio_17_plus
Kerala,Kozhikode,2025,12,3,3
Kerala,Kozhikode,2025,12,2,7
Kerala,Kozhikode,2025,12,1,1
Kerala,Kozhikode,2025,12,3,0
Kerala,Kozhikode,2025,12,2,3
Kerala,Kozhikode,2025,12,5,4
Kerala,Kozhikode,2025,12,8,17
Kerala,Kozhikode,2025,12,10,8
Kerala,Kozhikode,2025,12,3,7
Kerala,Kozhikode,2025,12,13,8
Kerala,Kozhikode,2025,12,2,9
Kerala,Kozhikode,2025,12,2,6
Kerala,Kozhikode,2025,12,6,20
Kerala,Kozhikode,2025,12,14,16
Kerala,Kozhikode,2025,12,15,23
Kerala,Kozhikode,2025,12,19,62
Kerala,Malappuram,2025,12,25,42
Kerala,Malappuram,2025,12,7,2
Kerala,Malappuram,2025,12,1,0
Kerala,Malappuram,2025,12,21,25
Kerala,Malappuram,2025,12,14,15
Kerala,Malappuram,2025,12,10,12
Kerala,Malappuram,2025,12,8,18
Kerala,Malappuram,2025,12,11,15
Kerala,Malappuram,2025,12,9,9
Kerala,Malappuram,2025,12,13,7
Kerala,Malappuram,2025,12,8,7
Kerala,Malappuram,2025,12,4,6
Kerala,Malappuram,2025,12,4,15
Kerala,Malappuram,2025,12,12,3
Kerala,Malappuram,2025,12,5,6
Kerala,Malappuram,2025,12,4,3
Kerala,Malappuram,2025,12,2,6
Kerala,Palakkad,2025,12,0,1
Kerala,Palakkad,2025,12,4,7
Kerala,Palakkad,2025,12,5,10
Kerala,Palakkad,2025,12,3,3
Kerala,Palakkad,2025,12,8,13
Kerala,Palakkad,2025,12,4,6
Kerala,Palakkad,2025,12,2,1
Kerala,Palakkad,2025,12,1,0
Kerala,Palakkad,2025,12,0,4
Kerala,Palakkad,2025,12,5,4
Kerala,Palakkad,2025,12,8,3
Kerala,Palakkad,2025,12,3,7
Kerala,Palakkad,2025,12,4,8
Kerala,Palakkad,2025,12,8,4
Kerala,Palakkad,2025,12,2,0
Kerala,Palakkad,2025,12,2,1
Kerala,Palakkad,2025,12,1,6
Kerala,Palakkad,2025,12,0,1
Kerala,Palakkad,2025,12,4,3
Kerala,Palakkad,2025,12,1,1
Kerala,Palakkad,2025,12,1,4
Kerala,Palakkad,2025,12,7,9
Kerala,Palakkad,2025,12,1,6
Kerala,Palakkad,2025,12,1,10
Kerala,Palakkad,2025,12,4,10
Kerala,Palakkad,2025,12,1,6
Kerala,Palakkad,2025,12,4,5
Kerala,Palakkad,2025,12,4,9
Kerala,Palakkad,2025,12,1,0
Kerala,Palakkad,2025,12,4,5
Kerala,Palakkad,2025,12,2,14
Kerala,Palakkad,2025,12,5,2
Kerala,Palakkad,2025,12,5,10
Kerala,Pathanamthitta,2025,12,1,3
Kerala,Pathanamthitta,2025,12,1,4
Kerala,Pathanamthitta,2025,12,0,5
Kerala,Pathanamthitta,2025,12,2,1
Kerala,Pathanamthitta,2025,12,1,1
Kerala,Pathanamthitta,2025,12,2,1
Kerala,Pathanamthitta,2025,12,0,1
Kerala,Pathanamthitta,2025,12,4,1
Kerala,Pathanamthitta,2025,12,0,5
Kerala,Pathanamthitta,2025,12,1,5
Kerala,Pathanamthitta,2025,12,1,1
Kerala,Pathanamthitta,2025,12,4,5
Kerala,Pathanamthitta,2025,12,3,1
Kerala,Pathanamthitta,2025,12,2,1
Kerala,Pathanamthitta,2025,12,1,1
Kerala,Pathanamthitta,2025,12,1,1
Kerala,Pathanamthitta,2025,12,3,0
Kerala,Pathanamthitta,2025,12,3,3
Kerala,Thiruvananthapuram,2025,12,7,15
Kerala,Thiruvananthapuram,2025,12,14,15
Kerala,Thiruvananthapuram,2025,12,2,4
Kerala,Thiruvananthapuram,2025,12,3,6
Kerala,Thiruvananthapuram,2025,12,4,9
Kerala,Thiruvananthapuram,2025,12,6,8
Kerala,Thiruvananthapuram,2025,12,7,4
Kerala,Thiruvananthapuram,2025,12,8,2
Kerala,Thiruvananthapuram,2025,12,5,5
Kerala,Thiruvananthapuram,2025,12,5,8
Kerala,Thiruvananthapuram,2025,12,10,5
Kerala,Thiruvananthapuram,2025,12,6,6
Kerala,Thiruvananthapuram,2025,12,5,4
Kerala,Thiruvananthapuram,2025,12,1,2
Kerala,Thiruvananthapuram,2025,12,4,7
Kerala,Thiruvananthapuram,2025,12,8,5
Kerala,Thiruvananthapuram,2025,12,5,3
Kerala,Thiruvananthapuram,2025,12,0,2
Kerala,Thiruvananthapuram,2025,12,4,3
Kerala,Thiruvananthapuram,2025,12,5,5
Kerala,Thiruvananthapuram,2025,12,3,4
Kerala,Thiruvananthapuram,2025,12,3,1
Kerala,Thiruvananthapuram,2025,12,6,5
Kerala,Thiruvananthapuram,2025,12,10,4
Kerala,Thiruvananthapuram,2025,12,4,8
Kerala,Thiruvananthapuram,2025,12,13,10
Kerala,Thiruvananthapuram,2025,12,7,5
Kerala,Thiruvananthapuram,2025,12,4,3
Kerala,Thiruvananthapuram,2025,12,6,9
Kerala,Thiruvananthapuram,2025,12,6,1
Kerala,Thrissur,2025,12,2,3
Kerala,Thrissur,2025,12,3,0
Kerala,Thrissur,2025,12,5,0
Kerala,Thrissur,2025,12,3,3
Kerala,Thrissur,2025,12,3,6
Kerala,Thrissur,2025,12,5,1
Kerala,Thrissur,2025,12,2,1
Kerala,Thrissur,2025,12,1,0
Kerala,Thrissur,2025,12,0,1
Kerala,Thrissur,2025,12,0,1
Kerala,Thrissur,2025,12,6,5
Kerala,Thrissur,2025,12,0,1
Kerala,Thrissur,2025,12,4,3
Kerala,Thrissur,2025,12,0,1
Kerala,Thrissur,2025,12,1,0
Kerala,Thrissur,2025,12,2,2
Kerala,Thrissur,2025,12,1,5
Kerala,Thrissur,2025,12,2,2
Kerala,Thrissur,2025,12,0,1
Kerala,Thrissur,2025,12,5,1
Kerala,Thrissur,2025,12,1,2
Kerala,Thrissur,2025,12,4,1
Kerala,Thrissur,2025,12,3,7
Kerala,Thrissur,2025,12,3,5
Kerala,Thrissur,2025,12,2,2
Kerala,Thrissur,2025,12,0,3
Kerala,Thrissur,2025,12,1,1
Kerala,Thrissur,2025,12,1,0
Kerala,Thrissur,2025,12,2,4
Kerala,Thrissur,2025,12,2,3
Kerala,Thrissur,2025,12,1,1
Kerala,Thrissur,2025,12,3,2
Kerala,Thrissur,2025,12,5,2
Kerala,Thrissur,2025,12,0,2
Kerala,Thrissur,2025,12,1,3
Kerala,Wayanad,2025,12,2,9
Kerala,Wayanad,2025,12,6,10
Ladakh,Kargil,2025,12,2,2
Ladakh,Leh,2025,12,1,0
Ladakh,Leh,2025,12,0,4
Ladakh,Leh,2025,12,3,1
Lakshadweep,Lakshadweep,2025,12,1,0
Madhya Pradesh,Agar Malwa,2025,12,6,12
Madhya Pradesh,Agar Malwa,2025,12,4,10
Madhya Pradesh,Alirajpur,2025,12,2,6
Madhya Pradesh,Anuppur,2025,12,0,1
Madhya Pradesh,Anuppur,2025,12,8,27
Madhya Pradesh,Ashok Nagar,2025,12,17,15
Madhya Pradesh,Ashok Nagar,2025,12,34,52
Madhya Pradesh,Balaghat,2025,12,41,8
Madhya Pradesh,Barwani,2025,12,2,1
Madhya Pradesh,Barwani,2025,12,10,16
Madhya Pradesh,Barwani,2025,12,80,133
Madhya Pradesh,Barwani,2025,12,23,22
Madhya Pradesh,Betul,2025,12,46,9
Madhya Pradesh,Betul,2025,12,6,9
Madhya Pradesh,Betul,2025,12,21,22
Madhya Pradesh,Betul,2025,12,82,29
Madhya Pradesh,Bhind,2025,12,25,10
Madhya Pradesh,Bhind,2025,12,61,37
Madhya Pradesh,Bhind,2025,12,2,2
Madhya Pradesh,Bhind,2025,12,12,14
Madhya Pradesh,Bhopal,2025,12,0,1
Madhya Pradesh,Bhopal,2025,12,44,66
Madhya Pradesh,Bhopal,2025,12,1,2
Madhya Pradesh,Bhopal,2025,12,11,11
Madhya Pradesh,Bhopal,2025,12,34,26
Madhya Pradesh,Bhopal,2025,12,0,2
Madhya Pradesh,Burhanpur,2025,12,19,16
Madhya Pradesh,Chhatarpur,2025,12,47,51
Madhya Pradesh,Chhatarpur,2025,12,28,22
Madhya Pradesh,Chhatarpur,2025,12,19,10
Madhya Pradesh,Chhindwara,2025,12,14,16
Madhya Pradesh,Chhindwara,2025,12,10,6
Madhya Pradesh,Chhindwara,2025,12,10,36
Madhya Pradesh,Chhindwara,2025,12,0,1
Madhya Pradesh,Damoh,2025,12,11,13
Madhya Pradesh,Datia,2025,12,6,7
Madhya Pradesh,Dewas,2025,12,0,1
Madhya Pradesh,Dewas,2025,12,19,29
Madhya Pradesh,Dewas,2025,12,11,12
Manipur,Senapati,2025,12,0,1
Manipur,Senapati,2025,12,0,2
Meghalaya,East Khasi Hills,2025,12,0,1
Meghalaya,East Khasi Hills,2025,12,0,1
Meghalaya,West Jaintia Hills,2025,12,2,0
Mizoram,Champhai,2025,12,0,1
Nagaland,Phek,2025,12,0,1
Odisha,Nuapada,2025,12,0,2
Odisha,Anugul,2025,12,0,1
Odisha,Sundargarh,2025,12,0,1
Odisha,Sundergarh,2025,12,0,1
Odisha,Sundergarh,2025,12,1,2
Orissa,Baleshwar,2025,12,0,3
Orissa,Baleshwar,2025,12,0,1
Orissa,Baleshwar,2025,12,0,1
Orissa,Bargarh,2025,12,1,0
Orissa,Cuttack,2025,12,0,1
Orissa,Cuttack,2025,12,0,1
Orissa,Ganjam,2025,12,0,1
Orissa,Kendrapara,2025,12,0,1
Orissa,Sundargarh,2025,12,0,1
Orissa,Sundargarh,2025,12,0,1
Orissa,Sundargarh,2025,12,0,1
Punjab,Amritsar,2025,12,0,1
Punjab,Jalandhar,2025,12,0,1
Punjab,Jalandhar,2025,12,0,1
Rajasthan,Ajmer,2025,12,0,1
Rajasthan,Bundi,2025,12,1,4
Rajasthan,Jhunjhunu,2025,12,0,1
Sikkim,East Sikkim,2025,12,0,1
Tamil Nadu,Coimbatore,2025,12,0,2
Tamil Nadu,Coimbatore,2025,12,0,1
Tamil Nadu,Dharmapuri,2025,12,0,1
Tamil Nadu,Kancheepuram,2025,12,1,0
Andhra Pradesh,Hyderabad,2025,12,2,6
Andhra Pradesh,Hyderabad,2025,12,1,9
Andhra Pradesh,Hyderabad,2025,12,2,2
Andhra Pradesh,Hyderabad,2025,12,1,11
Andhra Pradesh,Hyderabad,2025,12,1,4
Andhra Pradesh,Hyderabad,2025,12,6,28
Andhra Pradesh,Hyderabad,2025,12,4,17
Andhra Pradesh,Hyderabad,2025,12,0,6
Andhra Pradesh,Hyderabad,2025,12,4,7
Andhra Pradesh,K.V.Rangareddy,2025,12,0,2
Andhra Pradesh,K.V.Rangareddy,2025,12,1,0
Andhra Pradesh,K.V. Rangareddy,2025,12,1,0
Andhra Pradesh,K.V. Rangareddy,2025,12,2,1
Andhra Pradesh,Kakinada,2025,12,1,0
Andhra Pradesh,Kakinada,2025,12,2,2
Andhra Pradesh,Kakinada,2025,12,1,1
Andhra Pradesh,Kakinada,2025,12,1,1
Andhra Pradesh,Kakinada,2025,12,1,0
Andhra Pradesh,Karim Nagar,2025,12,3,4
Andhra Pradesh,Karim Nagar,2025,12,0,1
Andhra Pradesh,Karim Nagar,2025,12,1,1
Andhra Pradesh,Karim Nagar,2025,12,0,1
Andhra Pradesh,Karimnagar,2025,12,2,4
Andhra Pradesh,Karimnagar,2025,12,0,5
Andhra Pradesh,Karimnagar,2025,12,0,1
Andhra Pradesh,Karimnagar,2025,12,0,3
Andhra Pradesh,Karimnagar,2025,12,1,5
Andhra Pradesh,Karimnagar,2025,12,1,0
Andhra Pradesh,Karimnagar,2025,12,2,0
Andhra Pradesh,Karimnagar,2025,12,0,1
Andhra Pradesh,Karimnagar,2025,12,0,2
Andhra Pradesh,Karimnagar,2025,12,1,8
Andhra Pradesh,Khammam,2025,12,1,0
Andhra Pradesh,Khammam,2025,12,1,6
Andhra Pradesh,Khammam,2025,12,1,1
Andhra Pradesh,Khammam,2025,12,0,2
Andhra Pradesh,Khammam,2025,12,0,1
Andhra Pradesh,Krishna,2025,12,16,12
Andhra Pradesh,Krishna,2025,12,12,7
Andhra Pradesh,Krishna,2025,12,2,0
Andhra Pradesh,Krishna,2025,12,2,3
Andhra Pradesh,Krishna,2025,12,6,2
Andhra Pradesh,Krishna,2025,12,0,4
Andhra Pradesh,Krishna,2025,12,1,0
Andhra Pradesh,Krishna,2025,12,1,5
Andhra Pradesh,Krishna,2025,12,14,6
Andhra Pradesh,Krishna,2025,12,14,15
Andhra Pradesh,Krishna,2025,12,1,1
Andhra Pradesh,Krishna,2025,12,2,2
Andhra Pradesh,Krishna,2025,12,1,1
Andhra Pradesh,Krishna,2025,12,20,16
Andhra Pradesh,Krishna,2025,12,8,9
Andhra Pradesh,Krishna,2025,12,3,0
Andhra Pradesh,Krishna,2025,12,0,1
Andhra Pradesh,Krishna,2025,12,3,3
Andhra Pradesh,Kurnool,2025,12,1,2
Andhra Pradesh,Kurnool,2025,12,14,8
Andhra Pradesh,Kurnool,2025,12,15,11
Andhra Pradesh,Kurnool,2025,12,1,2
Andhra Pradesh,Kurnool,2025,12,10,3
Andhra Pradesh,Kurnool,2025,12,6,1
Andhra Pradesh,Kurnool,2025,12,7,10
Andhra Pradesh,Kurnool,2025,12,6,7
Andhra Pradesh,Kurnool,2025,12,4,8
Andhra Pradesh,Kurnool,2025,12,6,2
Andhra Pradesh,Kurnool,2025,12,33,36
Andhra Pradesh,Kurnool,2025,12,22,9
Andhra Pradesh,Kurnool,2025,12,35,5
Andhra Pradesh,Kurnool,2025,12,20,21
Andhra Pradesh,Kurnool,2025,12,6,6
Andhra Pradesh,Kurnool,2025,12,9,5
Andhra Pradesh,Kurnool,2025,12,7,2
Andhra Pradesh,Kurnool,2025,12,9,16
Andhra Pradesh,Kurnool,2025,12,2,1
Andhra Pradesh,Mahabub Nagar,2025,12,0,3
Andhra Pradesh,Mahabub Nagar,2025,12,0,5
Andhra Pradesh,Mahabub Nagar,2025,12,0,3
Andhra Pradesh,Mahabub Nagar,2025,12,0,1
Andhra Pradesh,Mahabub Nagar,2025,12,2,2
Andhra Pradesh,Mahabub Nagar,2025,12,0,4
Andhra Pradesh,Mahabub Nagar,2025,12,0,4
Andhra Pradesh,Mahabub Nagar,2025,12,0,3
Andhra Pradesh,Mahabub Nagar,2025,12,0,5
Andhra Pradesh,Mahabub Nagar,2025,12,0,6
Andhra Pradesh,Mahbubnagar,2025,12,2,1
Andhra Pradesh,Mahbubnagar,2025,12,0,1
Andhra Pradesh,Mahbubnagar,2025,12,0,1
Andhra Pradesh,Mahbubnagar,2025,12,0,6
Andhra Pradesh,Mahbubnagar,2025,12,0,1
Andhra Pradesh,Mahbubnagar,2025,12,0,1
Andhra Pradesh,Medak,2025,12,5,5
Andhra Pradesh,Medak,2025,12,2,9
Andhra Pradesh,Medak,2025,12,0,1
Andhra Pradesh,Medak,2025,12,2,3
Andhra Pradesh,Medak,2025,12,2,5
Andhra Pradesh,Medak,2025,12,0,3
Andhra Pradesh,Medak,2025,12,2,0
Andhra Pradesh,Medak,2025,12,0,1
Andhra Pradesh,N. T. R,2025,12,1,0
Andhra Pradesh,N. T. R,2025,12,2,1
Andhra Pradesh,N. T. R,2025,12,1,2
Andhra Pradesh,N. T. R,2025,12,0,1
Andhra Pradesh,Nalgonda,2025,12,3,6
Andhra Pradesh,Nalgonda,2025,12,3,12
Andhra Pradesh,Nalgonda,2025,12,2,2
Andhra Pradesh,Nalgonda,2025,12,4,5
Andhra Pradesh,Nalgonda,2025,12,0,4
Andhra Pradesh,Nandyal,2025,12,2,0
Andhra Pradesh,Nandyal,2025,12,0,1
Andhra Pradesh,Nandyal,2025,12,2,0
Andhra Pradesh,Nandyal,2025,12,4,3
Andhra Pradesh,Nandyal,2025,12,0,1
Andhra Pradesh,Nandyal,2025,12,2,1
Andhra Pradesh,Nandyal,2025,12,4,0
Andhra Pradesh,Nellore,2025,12,7,13
Andhra Pradesh,Nellore,2025,12,1,1
Andhra Pradesh,Nellore,2025,12,3,7
Andhra Pradesh,Nellore,2025,12,4,5
Andhra Pradesh,Nellore,2025,12,6,12
Andhra Pradesh,Nellore,2025,12,7,6
Andhra Pradesh,Nellore,2025,12,17,16
Andhra Pradesh,Nellore,2025,12,3,3
Andhra Pradesh,Nellore,2025,12,3,0
Andhra Pradesh,Nellore,2025,12,3,3
Andhra Pradesh,Nellore,2025,12,0,3
Andhra Pradesh,Nellore,2025,12,2,0
Andhra Pradesh,Nellore,2025,12,0,1
Andhra Pradesh,Nellore,2025,12,5,1
Andhra Pradesh,Nellore,2025,12,3,0
Andhra Pradesh,Nellore,2025,12,2,2
Andhra Pradesh,Nellore,2025,12,1,0
Andhra Pradesh,Nellore,2025,12,1,2
Andhra Pradesh,Nellore,2025,12,4,1
Andhra Pradesh,Nellore,2025,12,1,0
Andhra Pradesh,Nellore,2025,12,2,5
Andhra Pradesh,Nellore,2025,12,3,4
Andhra Pradesh,Nizamabad,2025,12,1,0
Andhra Pradesh,Nizamabad,2025,12,0,1
Andhra Pradesh,Nizamabad,2025,12,1,3
Andhra Pradesh,Nizamabad,2025,12,0,1
Andhra Pradesh,Palnadu,2025,12,5,1
Andhra Pradesh,Palnadu,2025,12,1,1
Andhra Pradesh,Palnadu,2025,12,1,0
Andhra Pradesh,Parvathipuram Manyam,2025,12,1,6
Andhra Pradesh,Parvathipuram Manyam,2025,12,5,0
Andhra Pradesh,Parvathipuram Manyam,2025,12,0,1
Andhra Pradesh,Parvathipuram Manyam,2025,12,3,2
Andhra Pradesh,Parvathipuram Manyam,2025,12,1,1
Andhra Pradesh,Parvathipuram Manyam,2025,12,1,0
Andhra Pradesh,Prakasam,2025,12,5,3
Andhra Pradesh,Prakasam,2025,12,2,0
Andhra Pradesh,Prakasam,2025,12,1,2
Andhra Pradesh,Prakasam,2025,12,3,6
Andhra Pradesh,Prakasam,2025,12,2,0
Andhra Pradesh,Prakasam,2025,12,5,3
Andhra Pradesh,Prakasam,2025,12,10,2
Andhra Pradesh,Prakasam,2025,12,2,0
Andhra Pradesh,Prakasam,2025,12,9,7
Andhra Pradesh,Prakasam,2025,12,8,3
Andhra Pradesh,Prakasam,2025,12,7,4
Andhra Pradesh,Prakasam,2025,12,10,6
Andhra Pradesh,Prakasam,2025,12,16,6
Andhra Pradesh,Prakasam,2025,12,3,1
Andhra Pradesh,Prakasam,2025,12,4,1
Andhra Pradesh,Prakasam,2025,12,2,7
Andhra Pradesh,Prakasam,2025,12,11,3
Andhra Pradesh,Prakasam,2025,12,26,16
Andhra Pradesh,Prakasam,2025,12,4,4
Andhra Pradesh,Prakasam,2025,12,17,12
Andhra Pradesh,Prakasam,2025,12,1,1
Andhra Pradesh,Rangareddi,2025,12,0,1
Andhra Pradesh,Rangareddi,2025,12,6,5
Andhra Pradesh,Rangareddi,2025,12,1,8
Andhra Pradesh,Rangareddi,2025,12,2,1
Andhra Pradesh,Rangareddi,2025,12,2,6
Andhra Pradesh,Rangareddi,2025,12,1,2
Andhra Pradesh,Rangareddi,2025,12,1,0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,12,1,0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,12,1,1
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,12,1,0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,12,0,1
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,12,1,0
Andhra Pradesh,Sri Sathya Sai,2025,12,1,0
Andhra Pradesh,Sri Sathya Sai,2025,12,1,0
Andhra Pradesh,Sri Sathya Sai,2025,12,0,1
Andhra Pradesh,Sri Sathya Sai,2025,12,1,0
Andhra Pradesh,Sri Sathya Sai,2025,12,1,0
Andhra Pradesh,Srikakulam,2025,12,16,10
Andhra Pradesh,Srikakulam,2025,12,2,1
Andhra Pradesh,Srikakulam,2025,12,2,3
Andhra Pradesh,Srikakulam,2025,12,1,2
Andhra Pradesh,Srikakulam,2025,12,4,7
Andhra Pradesh,Srikakulam,2025,12,9,5
Andhra Pradesh,Srikakulam,2025,12,5,1
Andhra Pradesh,Srikakulam,2025,12,3,1
Andhra Pradesh,Srikakulam,2025,12,1,0
Andhra Pradesh,Srikakulam,2025,12,8,5
Andhra Pradesh,Srikakulam,2025,12,3,3
Andhra Pradesh,Srikakulam,2025,12,7,7
Andhra Pradesh,Srikakulam,2025,12,4,3
Andhra Pradesh,Srikakulam,2025,12,5,5
Andhra Pradesh,Tirupati,2025,12,1,0
Andhra Pradesh,Tirupati,2025,12,1,1
Andhra Pradesh,Tirupati,2025,12,7,8
Andhra Pradesh,Tirupati,2025,12,0,1
Andhra Pradesh,Tirupati,2025,12,2,0
Andhra Pradesh,Tirupati,2025,12,1,1
Andhra Pradesh,Tirupati,2025,12,2,1
Andhra Pradesh,Visakhapatnam,2025,12,2,5
Andhra Pradesh,Visakhapatnam,2025,12,8,6
Andhra Pradesh,Visakhapatnam,2025,12,5,2
Andhra Pradesh,Visakhapatnam,2025,12,3,8
Andhra Pradesh,Visakhapatnam,2025,12,4,6
Andhra Pradesh,Visakhapatnam,2025,12,14,6
Andhra Pradesh,Visakhapatnam,2025,12,7,7
Andhra Pradesh,Visakhapatnam,2025,12,2,2
Andhra Pradesh,Visakhapatnam,2025,12,13,8
Andhra Pradesh,Visakhapatnam,2025,12,1,1
Andhra Pradesh,Visakhapatnam,2025,12,31,20
Andhra Pradesh,Visakhapatnam,2025,12,8,8
Andhra Pradesh,Visakhapatnam,2025,12,9,18
Andhra Pradesh,Visakhapatnam,2025,12,9,9
Andhra Pradesh,Visakhapatnam,2025,12,8,9
Andhra Pradesh,Visakhapatnam,2025,12,6,4
Andhra Pradesh,Visakhapatnam,2025,12,3,6
Andhra Pradesh,Visakhapatnam,2025,12,7,1
Andhra Pradesh,Visakhapatnam,2025,12,11,16
Andhra Pradesh,Visakhapatnam,2025,12,17,15
Andhra Pradesh,Visakhapatnam,2025,12,1,1
Andhra Pradesh,Visakhapatnam,2025,12,14,21
Andhra Pradesh,Visakhapatnam,2025,12,8,13
Andhra Pradesh,Visakhapatnam,2025,12,5,3
Andhra Pradesh,Visakhapatnam,2025,12,3,1
Andhra Pradesh,Visakhapatnam,2025,12,5,7
Andhra Pradesh,Visakhapatnam,2025,12,19,18
Andhra Pradesh,Visakhapatnam,2025,12,10,9
Andhra Pradesh,Visakhapatnam,2025,12,2,2
Andhra Pradesh,Vizianagaram,2025,12,3,3
Andhra Pradesh,Vizianagaram,2025,12,1,3
Andhra Pradesh,Vizianagaram,2025,12,14,5
Andhra Pradesh,Vizianagaram,2025,12,3,0
Andhra Pradesh,Vizianagaram,2025,12,4,3
Andhra Pradesh,Vizianagaram,2025,12,13,2
Andhra Pradesh,Vizianagaram,2025,12,7,10
Andhra Pradesh,Vizianagaram,2025,12,4,2
Andhra Pradesh,Vizianagaram,2025,12,4,3
Andhra Pradesh,Vizianagaram,2025,12,7,4
Andhra Pradesh,Vizianagaram,2025,12,6,2
Andhra Pradesh,Vizianagaram,2025,12,0,4
Andhra Pradesh,Warangal,2025,12,7,21
Andhra Pradesh,Warangal,2025,12,1,6
Andhra Pradesh,Warangal,2025,12,1,12
Andhra Pradesh,Warangal,2025,12,1,5
Andhra Pradesh,Warangal,2025,12,0,2
Andhra Pradesh,Warangal,2025,12,0,1
Andhra Pradesh,Warangal,2025,12,0,2
Andhra Pradesh,Warangal,2025,12,1,3
Andhra Pradesh,Warangal,2025,12,2,3
Andhra Pradesh,Warangal,2025,12,3,4
Andhra Pradesh,Warangal,2025,12,0,3
Andhra Pradesh,Warangal,2025,12,0,1
Andhra Pradesh,Warangal,2025,12,1,6
Andhra Pradesh,Warangal,2025,12,2,5
Andhra Pradesh,West Godavari,2025,12,3,0
Andhra Pradesh,West Godavari,2025,12,4,7
Andhra Pradesh,West Godavari,2025,12,10,3
Andhra Pradesh,West Godavari,2025,12,1,1
Andhra Pradesh,West Godavari,2025,12,11,7
Andhra Pradesh,West Godavari,2025,12,3,5
Andhra Pradesh,West Godavari,2025,12,1,3
Andhra Pradesh,West Godavari,2025,12,1,1
Andhra Pradesh,West Godavari,2025,12,1,3
Andhra Pradesh,West Godavari,2025,12,6,2
Andhra Pradesh,West Godavari,2025,12,5,5
Andhra Pradesh,West Godavari,2025,12,4,8
Andhra Pradesh,West Godavari,2025,12,4,0
Andhra Pradesh,West Godavari,2025,12,9,3
Andhra Pradesh,West Godavari,2025,12,1,2
Andhra Pradesh,West Godavari,2025,12,4,7
Andhra Pradesh,West Godavari,2025,12,1,5
Andhra Pradesh,West Godavari,2025,12,6,0
Andhra Pradesh,West Godavari,2025,12,10,2
Andhra Pradesh,Y. S. R,2025,12,1,3
Andhra Pradesh,Y. S. R,2025,12,1,1
Andhra Pradesh,Y. S. R,2025,12,1,0
Arunachal Pradesh,Changlang,2025,12,2,0
Arunachal Pradesh,East Kameng,2025,12,5,0
Arunachal Pradesh,East Siang,2025,12,0,1
Arunachal Pradesh,Lohit,2025,12,2,4
Arunachal Pradesh,Longding,2025,12,1,0
Arunachal Pradesh,Papum Pare,2025,12,1,2
Arunachal Pradesh,Papum Pare,2025,12,4,2
Arunachal Pradesh,Tawang,2025,12,1,0
Arunachal Pradesh,Tirap,2025,12,0,2
Arunachal Pradesh,West Kameng,2025,12,1,0
Assam,Baksa,2025,12,2,0
Assam,Baksa,2025,12,1,0
Assam,Baksa,2025,12,6,7
Assam,Barpeta,2025,12,5,1
Assam,Barpeta,2025,12,27,10
Assam,Biswanath,2025,12,3,2
Assam,Bongaigaon,2025,12,3,1
Assam,Bongaigaon,2025,12,7,5
Assam,Bongaigaon,2025,12,3,5
Assam,Bongaigaon,2025,12,3,6
Assam,Bongaigaon,2025,12,4,6
Assam,Cachar,2025,12,5,2
Assam,Cachar,2025,12,3,2
Assam,Cachar,2025,12,13,7
Assam,Cachar,2025,12,10,1
Assam,Cachar,2025,12,2,2
Assam,Cachar,2025,12,1,2
Assam,Cachar,2025,12,3,10
Assam,Cachar,2025,12,0,2
Assam,Cachar,2025,12,2,0
Assam,Cachar,2025,12,3,2
Assam,Cachar,2025,12,2,0
Assam,Cachar,2025,12,10,1
Assam,Chirang,2025,12,10,13
Assam,Chirang,2025,12,2,2
Assam,Darrang,2025,12,6,2
Assam,Darrang,2025,12,1,0
Assam,Dhemaji,2025,12,9,3
Assam,Dhemaji,2025,12,21,12
Assam,Dhubri,2025,12,12,21
Assam,Dhubri,2025,12,28,19
Assam,Dibrugarh,2025,12,4,1
Assam,Goalpara,2025,12,1,0
Assam,Goalpara,2025,12,7,3
Assam,Goalpara,2025,12,2,0
Assam,Goalpara,2025,12,26,51
Assam,Golaghat,2025,12,2,2
Assam,Golaghat,2025,12,9,3
Assam,Golaghat,2025,12,1,2
Assam,Golaghat,2025,12,7,0
Assam,Hailakandi,2025,12,9,4
Assam,Hailakandi,2025,12,13,2
Assam,Jorhat,2025,12,2,0
Assam,Jorhat,2025,12,7,0
Assam,Jorhat,2025,12,1,0
Assam,Jorhat,2025,12,1,0
Assam,Jorhat,2025,12,2,1
Assam,Jorhat,2025,12,6,1
Assam,Jorhat,2025,12,2,0
Assam,Jorhat,2025,12,5,7
Assam,Kamrup,2025,12,0,1
Assam,Kamrup,2025,12,1,0
Assam,Kamrup,2025,12,1,2
Assam,Kamrup,2025,12,1,0
Assam,Kamrup,2025,12,1,0
Assam,Kamrup,2025,12,22,14
Assam,Kamrup,2025,12,1,0
Assam,Kamrup,2025,12,6,11
Assam,Kamrup,2025,12,2,2
Assam,Kamrup Metro,2025,12,2,1
Assam,Kamrup Metro,2025,12,0,1
Assam,Kamrup Metro,2025,12,2,0
Assam,Kamrup Metro,2025,12,1,0
Assam,Kamrup Metro,2025,12,3,2
Assam,Karbi Anglong,2025,12,1,4
